3	37	19	19
4	120	84	69
5	399	359	251
6	1472	950	923
7	5519	4222	3431
8	22636	17684	12869
9	89051	61756	48619
10	321102	226736	184755
11	1171483	1036259	705431
12	5274756	3381124	2704155
13	18840709	11530097	10400599
14	94067938	43195132	40116599
15	252736997	168428406	155117519
