8	100	23.666666666666668	2.6666666666666665
8	200	15.666666666666666	1.0
8	300	18.666666666666668	2.0
8	400	39.0	3.0
8	500	58.333333333333336	4.666666666666667
8	600	85.33333333333333	7.0
8	700	106.66666666666667	9.333333333333334
8	800	145.66666666666666	12.0
8	900	176.66666666666666	12.666666666666666
8	1000	167.33333333333334	16.333333333333332
8	1100	256.3333333333333	23.0
8	1200	467.3333333333333	30.333333333333332
8	1300	436.3333333333333	40.666666666666664
8	1400	670.6666666666666	36.0
8	1500	564.0	50.0
8	1600	634.0	40.0
8	1700	368.0	34.666666666666664
8	1800	372.3333333333333	26.666666666666668
8	1900	276.6666666666667	24.333333333333332
8	2000	444.0	26.0
