5	5	30	25
10	10	118	100
15	15	209	225
20	20	197	400
25	25	382	625
30	30	122	900
35	35	215	1225
40	40	628	1600
45	45	406	2025
50	50	679	2500
55	55	592	3025
60	60	693	3600
65	65	791	4225
